,number,phone_no_m,busi_count_1908,busi_count_1909,busi_count_1910,busi_count_1911,busi_count_1912,busi_count_2001,busi_count_2002,busi_count_2003,busi_nunique_1908,busi_nunique_1909,busi_nunique_1910,busi_nunique_1911,busi_nunique_1912,busi_nunique_2001,busi_nunique_2002,busi_nunique_2003,flow_1908,flow_1909,flow_1910,flow_1911,flow_1912,flow_2001,flow_2002,flow_2003,label
3177,3177,02562ace4463c4d432eef021108009ad7a87039d9f1478732549563fa915f5f87fa6169ce50a5c4b8a17ba61ab5a20a6c268de67f33346876596a56fd3c9158e,264.0,187.0,270.0,221.0,231.0,204.0,180.0,187.0,244.0,179.0,248.0,210.0,213.0,177.0,163.0,172.0,53760.317667007446,52605.28306770325,54748.48343372346,47125.06547164917,62246.51393508911,49000.9353055954,17343.42847919464,52088.81785202026,0
3178,3178,5261a2f2f43d6ab3f025d08982b152b552d510e7ce0b86e19a74fe78a48c3bc2a980e649e7b88bddb2d80cb9c8206556ca3334d584636b09355c006ca91e81f6,,10.0,,,13.0,,28.0,3.0,,10.0,,,13.0,,28.0,3.0,,15.881466865539553,,,153.7673263549805,,18.32288932800293,0.031034469604492,0
3179,3179,91feeacbea4f186aa6c6cb4e9e312483ff3589b6078a5b150c0b3a3cbc87e69d2a185a62ba8061b0468b36e4ae30de45ba6440409c79e7d2138d07f76894e0fd,112.0,117.0,135.0,113.0,141.0,120.0,134.0,149.0,107.0,109.0,130.0,110.0,133.0,111.0,129.0,138.0,14609.05475139618,6569.7858028411865,23548.27741718292,24015.645433425903,28124.26397037506,14650.111630439758,26071.4191532135,27060.755296707157,0
3180,3180,fbe06cd3538f0ec4512ca5f5eaeafa2221dd5cf08a2d4694a5b549d75bb3b0a5c2fe00217a8e02f5dfceba6187dc6d8b5905352659dcb17c65919cb56776c2cc,184.0,164.0,179.0,182.0,6.0,6.0,4.0,3.0,179.0,147.0,162.0,171.0,6.0,6.0,4.0,3.0,4343.045503616333,4979.819605827332,5498.045647621155,9434.679653167725,85.58049011230467,9.523266792297363,7.930564880371094,10.95963668823242,0
3181,3181,337b6cc4b7cc49b954e4e6c96153fc567b8cc5e4d6958f3c5d8d755aa32bca7dce1874154bc1e1e08f4271059c64b1d2bf5c3286f726a641d3996a545d292197,,,,,,,12.0,5.0,,,,,,,12.0,5.0,,,,,,,16.13977336883545,20.870163917541504,1
3182,3182,85c93861d8eab5ec98e5979d8b3a558c8f68526d0e9772e02f38aae04d28dc8a8937e2597ffb635c3079e46e652763da331eeead59ff66f44de51bcc00260888,,,,,66.0,,,,,,,,62.0,,,,,,,,749.404712677002,,,,1
3183,3183,319f33f758ecaa296dc232ba71d296e89526e675c5f69328506ee3876c876a3436b4122f4f6897d2f3dae79fd4f9f55cdd6f08d2ca52c980bf0dc669c044f157,56.0,86.0,79.0,73.0,94.0,62.0,98.0,80.0,56.0,86.0,79.0,73.0,92.0,62.0,94.0,75.0,662.0210342407227,2190.689410209656,3187.444494247437,1003.0662899017334,1940.428786277771,1045.0243701934814,4706.91111946106,3177.554931640625,0
3184,3184,14c5d33c7423304e1578920f5ddc6f7ecb414d01011a8594a61c4ccc3bcd7a3b3d1940ca65aa688233664384620b3e0ccdc30936ae240781ad0d760bb9a62dfa,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0125494003295897,,,0.002293586730957,0.0259628295898436,0.244479179382324,0.0711507797241211,0.0004434585571289,0
3185,3185,6b846d650e400507c1745fe694cc63bcd727fa70b1dca0204da9710f88f0a8be67e68cb2504219ffe9dfe3f98b300b7b012b79548f9a3f6cd85f5b64a3b0580c,93.0,88.0,85.0,102.0,100.0,89.0,95.0,117.0,86.0,85.0,85.0,102.0,100.0,87.0,87.0,106.0,1391.5959510803225,958.834406852722,5921.687589645386,13023.686495780945,11226.33030986786,3234.18386554718,3667.34553527832,1830.518141746521,0
3186,3186,9535c85a4eb9d550f645ce0427281280498b35b47a62e3247e09ce29efa9d4e7b31b37a4d41dac6bdb7b0b91111b045a1fadd1b5b1900b7a22fec475f0e0ca26,,,,,,,,,,,,,,,,,,,,,,,,,1
3187,3187,5b47d68dbb21d55ab109990dc633a393a4af0cf64a2746d2d83c374f1666cec7925608bc9288257734b4502de800165f60b91d5c75a1fd31f908cfbe98da0b11,250.0,284.0,275.0,231.0,246.0,254.0,180.0,224.0,235.0,268.0,259.0,228.0,241.0,231.0,162.0,204.0,21558.68741607666,16712.276733398438,30802.660228729248,24254.06923294068,22357.62739086151,14689.176850318909,3635.116612434387,10974.222564697266,0
3188,3188,611733dba9b2dda56f189245cc410d5230585aa7c970a74f968fc07ed703fecd7c8eb435c7156300c9f98efb86fb26533f58f36f7fbdfe871414ea3e7ed8b58f,,,,,,,,,,,,,,,,,,,,,,,,,0
3189,3189,19d8ad4206e95265cca55912cbc739538a90dedf06bbd2e982be294349497248868ff9c24c2eb5ab555b2d4a040783139b443b3f854cfec86b4445d0fa37dfca,7.0,,,,,66.0,,,7.0,,,,,66.0,,,0.2529125213623044,,,,,131.09832096099854,,,1
3190,3190,d8bba3e85af71bebaf3da9e86363ca1112020f9e883b219ccdc6e46d74a1b4285b591f5baa05c9ebd1df60154d6cb7245826180bfc0588f9828f3344900b1ce1,184.0,230.0,233.0,212.0,231.0,160.0,196.0,185.0,177.0,230.0,229.0,212.0,231.0,160.0,196.0,185.0,27248.803442955017,43291.48546218872,39962.581073760986,38649.640588760376,23015.9013376236,14333.254684448242,35085.493037223816,36208.90538215637,0
3191,3191,aad2e0be3b01e41620d4508e93e981da8812a1fec2417ff6bb8ae5b934b864c710f4bcf899f124d57d24ae634a4684d14d36a370fba7dc31b38aafd90f3de9a5,,,,23.0,,,,,,,,23.0,,,,,,,,9.54299259185791,,,,,1
3192,3192,c88dcf58e4ea35cb0f1764f69cbd4a554c6de09b4f9a7ec865e529a1f14a7c359125815e8f77a299a08ac18dc6e7bd9552968c331413aa9bbe14a2978302dd1e,6.0,,,,,,1.0,1.0,6.0,,,,,,1.0,1.0,0.0927953720092772,,,,,,0.7374687194824219,0.8469696044921875,1
3193,3193,1ed23a19cc2f7241df36739d3b86cd382f53464a17dcb864ac3b9795f7a111b9353d853626984449321d8debd772db31b6f630b28979ffe76886a7d5547fe59e,,,,,,67.0,2.0,,,,,,,67.0,2.0,,,,,,,313.15076637268066,0.0391702651977537,,1
3194,3194,0bd9ec3e88735347fa2c230d03e650ec26e9c567ed836c560e2b6edcb7cd676a002af260f79b44ad61c7c2b2afa89f31e719ebab322e80ca5247e9a525afd5a4,117.0,112.0,,,,115.0,113.0,125.0,108.0,112.0,,,,113.0,111.0,118.0,2737.7188291549683,4747.255928039551,,,,4273.895735740662,12799.624214172363,3958.054090499878,0
3195,3195,780c6b7bb9e12bcdb68fd9126785dddc864b9577a4fbba1811a8619e6b1d1ab2bde2bdb1cf252a8dff587402af22497813eaff93725b300e6d61d9c205b1201f,152.0,171.0,161.0,185.0,172.0,166.0,191.0,160.0,140.0,161.0,147.0,172.0,158.0,156.0,178.0,150.0,8352.832213401794,10143.121943473818,11240.970589637756,8005.433314323425,6218.0800857543945,14585.931141853333,25254.6078042984,4139.595997810364,0
3196,3196,3d7ce4ada0cea3b54afbd22f4c1b1b48e4c9b7a053448d48da7781cd0f49a2e6b485795524eaffe3055c877cf3b1a7de4e63639a5329169943bdbe0014272f5b,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0060367584228515,0.0024147033691406,0.0051765441894531,0.0012073516845703,0.0047264099121093,0.0090541839599608,0.0024070739746093,0.0059127807617187,0
3197,3197,a01874274a286d41a0a1d58c0833babafeb0fea6b2e659ed70763e76f30aa64cbd2c6f18fba0244381444cadb6c3a8cf2240bc5477b490baa24fe840aa619bc3,176.0,161.0,164.0,164.0,177.0,167.0,141.0,178.0,172.0,156.0,162.0,160.0,173.0,154.0,125.0,169.0,8719.753449440002,12137.473058700562,6325.953489303589,5150.290446281433,9042.08889389038,14909.37094783783,1720.9836378097534,6059.829340934753,0
3198,3198,0963475025ee83b2ae43351c88e32202cc4cfc3d89ab229bba05cda8c529b06990abc475958f6a8d1c25f50b2c682261b00b4e73132bfa3565c26db29e5b6901,,,,,58.0,65.0,48.0,59.0,,,,,58.0,65.0,48.0,59.0,,,,,243.97584915161133,1438.876410484314,299.9741878509521,1120.1308298110962,1
3199,3199,03e71a9afbc513bb774c3d8621d78eac92c0a64fc24490a6de8fbf59eee0d42505dd9de02cfc8a86fe9ae5b6c419639c44f05737e9f034649a240ff6b862382a,70.0,28.0,39.0,37.0,40.0,100.0,87.0,117.0,70.0,28.0,39.0,37.0,40.0,81.0,74.0,117.0,2581.5265731811523,66.54964828491211,119.65253067016604,71.31363010406494,26.23429775238037,597.5238885879517,865.6215467453003,8846.861380577087,0
3200,3200,6e40e1df3d670587dcc9b4812fbbfaa8223d575fb212ca1b0ab33d079d65763b9dd19b570a5befbe9026333c25ac9d2202ddcbda0f4b9c335e44a341b7c54c27,,,,,1.0,,,,,,,,1.0,,,,,,,,0.0648384094238281,,,,1
3201,3201,fbd83ea4aad8b34a71156dbcefd4d043ee9c8c72b022d5934adbe7be7e2032d607fa111b48f67a46c8af40aaf341002bdd93f8751d0ba3cfcc91eed5a4ac5a93,,,,4.0,,,,,,,,4.0,,,,,,,,2.779957771301269,,,,,1
3202,3202,20f64f63fc8dfedcbb9d6204e6a98335b98b77076152f1db1e991d35620313ae9d54f21b018fb0a1a43c9b0c751a7b5d12367ea49654dcababa89462d58b3a1a,,,,,,119.0,71.0,102.0,,,,,,112.0,66.0,89.0,,,,,,1549.1147136688232,417.6411638259888,1071.0048723220823,0
3203,3203,f17793cfccdc061c7733a9e0ccd394ba9ced059981057d9c3d805c4b96e286d00cb7cfdaf3faa40d11b10a23fb39a08a4f2bd7086577aebe722940b974ca2b2b,6.0,40.0,27.0,6.0,55.0,99.0,104.0,19.0,6.0,36.0,27.0,6.0,49.0,88.0,102.0,19.0,0.509432792663574,24.559945106506348,7.561760902404785,0.3918380737304685,156.70447731018066,3088.403558731079,2029.410894393921,3.5665674209594727,0
3204,3204,867a21489d5324834a6b4271aad720d811a7faed41d022bb7c4ee2f1419ac62ec58f1fb6ba4ddc2f1a5ab9b0bd2e506f49d36c1a51b52482f8a1f8a327485345,149.0,89.0,97.0,136.0,75.0,107.0,88.0,91.0,134.0,84.0,89.0,130.0,75.0,102.0,83.0,80.0,2112.412998199463,825.8132677078247,1152.0910081863403,6664.184223175049,434.2636480331421,5010.244116783142,1335.6570043563845,1028.9732036590576,0
3205,3205,db97a545f5e29bdc6c656f2c8ca698cdeb874e0aa2e5890e6aec000a0c7cc65c28533b6c368933a510e8ad5d2d4b77f3e65d5bac487a7dc65ad2e9e3bd9a1cfd,185.0,159.0,187.0,128.0,96.0,119.0,86.0,141.0,173.0,156.0,175.0,122.0,89.0,102.0,75.0,124.0,16257.369908332825,15348.584354400637,17057.5992269516,7189.494256019592,6337.612193107605,5055.255868911743,1239.293914794922,10026.557071685793,0
3206,3206,2f53274ff44281431760709229853c75af82c056c6aec0a08dca0b568281e0642b860867b35b90eebb6f35613da24f1762ca4ad47e0a8f54362f82f4806b5067,,,,,,75.0,,,,,,,,75.0,,,,,,,,297.28059005737305,,,1
3207,3207,aa9795135be30d98962087519ab634060ecae29bdc7f0d0ead017ba22e8430fad2d4f7f61553fb3b86486768ae4dcd6389d310719cbaa9a45351e71846d1e998,177.0,173.0,162.0,183.0,182.0,230.0,166.0,171.0,177.0,167.0,155.0,172.0,182.0,197.0,130.0,127.0,33940.71859073639,52880.871008872986,32149.93824005127,38042.56758117676,56304.35990047455,49581.28883552552,4297.5059452056885,2332.938734054565,0
3208,3208,39ff6a7149c9d05e02b7ae5882886ecac457a673603f8d08bdb4980e787112b6c93a8882e71760f87aac4e89264a5f5913653c94409ddffac275829eeb14a140,2.0,8.0,22.0,,2.0,,19.0,2.0,2.0,8.0,22.0,,2.0,,19.0,2.0,0.0850992202758786,1.046747207641601,32.98710060119629,,0.1468105316162108,,49.56132888793945,0.0176200866699217,0
3209,3209,5820e747a947522dc6642036555975ab300ac0d50b22b08b978ba302fbcdfdd9ff48568effc12f457641674c2e2f21e1921e2dd8c5955d79418e4e11e643e50c,213.0,166.0,185.0,156.0,193.0,172.0,146.0,167.0,198.0,161.0,179.0,152.0,185.0,156.0,138.0,158.0,44874.478828430176,32023.76355743408,60479.02279567719,29226.151702880867,56693.06369495392,57939.99639606475,40044.19709777832,13459.674469947817,1
3210,3210,d1c81303ebac0371fef6c755ee6805b04726ca212655b0bc15a3787403e19f89687112f2361572614810b5cbdf6e22c4441260c3a37ac7c00d92067006e4bf87,,,,10.0,,,,,,,,10.0,,,,,,,,116.5618839263916,,,,,1
3211,3211,c0b73142cc0f5d9f125a4e0a88afc7aa9da773e83e94de751dcd9eac200b08441a3365b49800fce593c6486f9c50fe482435f53abf5cfdfb63246ae910fed94e,0.0,0.0,,,,1.0,1.0,2.0,0.0,0.0,,,,1.0,1.0,2.0,0.0797977447509765,0.0366640090942382,,,,0.0237407684326171,0.0090293884277343,0.0433559417724607,0
3212,3212,fc222872c858d142f19b7b627e1c6684c8faee396a545a982eac0f5b045ce9dba3491bd5e1b5ea2eb86e6e39778f600a0d21447f948a0331c5fcc7ffe9028c6a,143.0,54.0,0.0,1.0,2.0,64.0,10.0,14.0,139.0,54.0,0.0,1.0,2.0,64.0,10.0,14.0,2267.5083980560303,344.72630882263184,0.0070734024047851,0.0196523666381835,0.1243839263916015,349.7739429473877,0.8706750869750973,0.7616596221923821,0
3213,3213,5b1a3a6b0f0cee26353a8171a761ffe5de7ee0b3d51536a8c2039011c21dceac77194225cca8f7f91fe1f62122bc8b12abc83b063c571403e689b8ab4ca74679,2.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,0.0239286422729491,0.0260276794433593,0.0172023773193357,0.0158596038818358,0.0092983245849607,0.5774564743041991,0.040882110595703,0.1788873672485348,0
3214,3214,35d360c0a31b0ec545f20f960fb963ed3e060ed3c910418aeb3123753fe6fa0ca7ec1056ce17be7d668b641068dd09ab1cbbec341f0f2834faa00a80c640a5db,134.0,142.0,147.0,133.0,146.0,115.0,76.0,116.0,119.0,128.0,138.0,126.0,136.0,115.0,68.0,104.0,5882.693069458008,23391.30060482025,20484.198258399963,12963.847137451172,25324.85223388672,14209.568522453308,368.952540397644,2263.6545362472534,0
3215,3215,545305145058a9f2f581a138bd08459483e2ac75ec2eca34772b21e331215ae74accdf7c748b684b0b3a2a6c13231dfe58a693e7758d06e317bd4ec2e8feb11a,,,,,,,,,,,,,,,,,,,,,,,,,0
3216,3216,e0219da198ce428ecee7be2cec40443f2a1496f9e6c26e22d4a821184417ff1a52e72898e677c456bb2dbdb2c1643047493f3e9e4db5b824dc5c281869eaf8a9,,,,,,,,,,,,,,,,,,,,,,,,,0
3217,3217,9044b457ad8e27b4ac51b42c9ee548295a9dc7b94f60691fe53c7bc2cc6a37023eea904c05ae36d4dc5d9c6e25ee64204ff1b8ed7a4e0b1e81b536d81e3e6b03,8.0,6.0,8.0,7.0,30.0,90.0,81.0,63.0,8.0,6.0,8.0,7.0,28.0,85.0,76.0,62.0,0.9108552932739244,0.4105968475341789,0.4426755905151364,0.613861083984374,19.37760162353516,748.202959060669,601.8572645187377,202.5400018692017,0
3218,3218,d07848d91db93f01ee6f9e1a52d191507d9266e059d5f633d4f36afcb89265b32a5a70f4bf38ede945c357ada98ad88a000c30c16ab7f693d8c0da353f75df1d,,,,,,148.0,,,,,,,,145.0,,,,,,,,16646.682501792908,,,1
3219,3219,3e9c430921c6cc100f119706b83ea4ffa5e0937b3b8c02686558a0d6e02f756c005543caaa469841ad8ca05eef52ab0619d52748970458a3236822d1fa5f2b22,,,210.0,198.0,183.0,221.0,263.0,240.0,,,199.0,198.0,183.0,217.0,259.0,239.0,,,8721.883281707764,13397.258123397827,11392.927799224854,17686.194199562073,30947.05937576294,37631.157304763794,0
3220,3220,f64e6a98ca11fcaf802d3e2f694a2d6c1908b10d351bbb90a966bdea825d694481235841d8f7d782734cc2611bb21ce4a1bf76c34532e77c0e001bd516b4cf30,,,,,,21.0,,,,,,,,21.0,,,,,,,,118.30626964569092,,,1
3221,3221,b28331b8ef39b74a4ac6f96486db99287a7323415d01a46ad45595219d9da58831482b134307ae2ce752294b957100db23595eb49cdee231895abfe157ff6baf,,,,,22.0,2.0,1.0,14.0,,,,,22.0,2.0,1.0,14.0,,,,,17.1362943649292,0.0720882415771484,0.0197420120239257,9.283534049987791,1
3222,3222,74748a34c4365ad5f4168c640b4883241d3490dac49c11762dfd3f28cb3b48943f068a247db545fd815b6b5d61f47d49ae81937a40a46208aaa8de0a09b02512,,,,,1.0,2.0,,0.0,,,,,1.0,2.0,,0.0,,,,,0.0006961822509765,0.0013160705566404,,0.0010585784912109,0
3223,3223,881f9b9903f3c2c776ba9143665da3097b34bd0e18dc1859566a10011ef0e878d74e502ba939b4bc6984ad35794dc6cba3bb8f03568de050c53c4a4f7bab5090,99.0,128.0,107.0,114.0,113.0,103.0,117.0,130.0,97.0,124.0,103.0,111.0,108.0,97.0,109.0,121.0,9347.155340194702,6401.571351051331,6803.365656852722,14832.085807800291,44423.34959030152,31629.34006690979,14670.84999370575,10944.236765861511,0
3224,3224,00f067b27b222b0879b352bb2debece5a7f986764155578a4b2b7b12ce7950696908423486bd82fc1af759245b16a44cc1b9eece62be50ac3e42495baf1cc99d,2.0,0.0,5.0,5.0,6.0,3.0,2.0,5.0,2.0,0.0,5.0,5.0,6.0,3.0,2.0,5.0,0.0075511932373046,0.0526685714721679,4.986721038818359,85.35304260253906,28.65409564971924,1.6778907775878906,0.9368581771850584,2.07468318939209,0
3225,3225,956623b76634b8606353f70a1ff378b3c640892abdd71af2d57f3762318d953cc8baf0f71cce1c56ac981886dd9bcae4d722822b61f7c9835b91865c455999fb,156.0,147.0,147.0,145.0,186.0,188.0,129.0,178.0,146.0,134.0,140.0,145.0,182.0,171.0,99.0,150.0,13005.50335597992,6918.205998420715,6110.355259895324,10671.823036193848,6034.341131210327,25793.6869764328,1656.9091663360596,9873.24887561798,0
3226,3226,f359177a9d51bd1f903401eeb45bc582670739df1a12dfa0e1d521fbf1f31580243a17625eb12f8ea2825ab87177923acfe56010e3dafbfd32bac6060f8ecfa6,,,,,,,,,,,,,,,,,,,,,,,,,1
3227,3227,cce5bdad110ad9d82bb2f56db71481ffc71d587e198a7005376966103a1088e4c2d6f473c344de71fa629dc6b45cb341e75543436d3e1b00be7fcdf7e3a857c6,95.0,76.0,83.0,79.0,69.0,121.0,97.0,48.0,95.0,73.0,82.0,79.0,65.0,102.0,89.0,46.0,772.2735605239868,2028.5186252593992,9732.24921989441,2597.399064064026,2425.9665718078613,9071.914296150208,15264.83560180664,1016.0963535308838,0
3228,3228,0fa4c8fdd83d3e46be949e804d52590236e869363651df9cf32753ba7146846a18dbe9e5c81b0b72fc3d1e63d96531914ec087e5ee31ff8cc41cc137373343ba,4.0,1.0,3.0,0.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0401353836059569,0.015486717224121,0.009754180908203,0.0284109115600585,0.5098514556884765,0.0611829757690427,0.1452150344848632,0.0520009994506835,0
3229,3229,83fefb4215777f4a9b3627471745651fd40b0bdf9b9fcfb469bcaaec4c4d9f850c90c47d5180b1840f8af86bbc65daf3abc0bc27c847b3a1c08d50eec70d5404,,,,,11.0,,,,,,,,11.0,,,,,,,,24.33502578735352,,,,0
3230,3230,08f200226434979a7953239787702961722c685ad6f6e5865bf6357e7639a1febac3e39f064a9e2762d20dd0728d8c810823db9a37f4450ffdeafcab82968101,,,,,,,,,,,,,,,,,,,,,,,,,0
3231,3231,b0fa898f6cb627e2d4f7548d35adebece900827c067deea3690826809bcfafe1fd1f85b5fd79ce629ba1fccea1126026bb02055f7f06c39ca2088ca75e577609,275.0,307.0,322.0,265.0,302.0,361.0,274.0,298.0,267.0,301.0,297.0,262.0,301.0,337.0,268.0,285.0,24023.8403673172,26015.119150161743,36553.27523422241,25358.67136669159,19855.328538894653,45090.40724849701,50301.4363746643,58104.62386894226,1
3232,3232,addae4355c0e78c79684941847ad5f16b9963dbd4cacf48d311d5271dea93f9fc99002fff3ac9ef28a8c71899436ab8790b8e5668a88b48ede56a488215cf670,,,4.0,1.0,2.0,5.0,2.0,2.0,,,4.0,1.0,2.0,5.0,2.0,2.0,,,0.0343418121337888,0.0118961334228515,1.3122167587280271,1.651081085205078,2.3302431106567383,0.0068435668945312,1
3233,3233,5b731b4a595db49292e3d92a3addce0814ddc26c417c6fd9f61946e81044c442349f527698539759629d46cedd0a8c9a6fd865739bdee698c67754d5dc391b18,2.0,2.0,1.0,,6.0,33.0,42.0,47.0,2.0,2.0,1.0,,6.0,31.0,39.0,39.0,34.21009159088135,1.0000295639038084,0.0677003860473632,,0.3482465744018552,361.0808839797974,219.42501068115237,403.88512420654297,0
3234,3234,b39660efd5630a09e487fd7f4c97b7f2bde3fe1588b566edf20b78ba4de46a5f1f17f5e4fead32c77aab700d0986853964c26bfb4fbf11f42048a33025169123,,,,,,,,13.0,,,,,,,,13.0,,,,,,,,3.240411758422851,1
3235,3235,6a2f4675c550c2c8a08a3435398762d1d11aa8ce48efcb72559e1eb316898d2cfeadd1cb7d16918c676e554b8d2d9a9aa4c5e227d4742e838c57da5eeb786c54,107.0,189.0,109.0,95.0,127.0,108.0,92.0,89.0,101.0,150.0,102.0,87.0,122.0,101.0,86.0,85.0,1255.8576221466064,9178.453226089478,3354.14894580841,2876.6846323013306,8731.817588806152,5206.98125743866,2699.2575073242188,3794.0770473480234,0
3236,3236,1b67d4289f51a0414c299757e778d0a3dfe3c176ea8f20c8cda3902b4762fa12ca1d6957ffdb6007edf515f424b43e30bcfcae08f7a7382d95ea3859bfdeb457,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0258312225341796,0.0212593078613281,0.0155944824218749,0.0250425338745117,0.0215129852294921,0.0069856643676757,0.0524559020996091,0.0314407348632812,0
3237,3237,39a78bdb59c3d4bdda218cf7ed55b93b25bf781e209d3496a22134ff16446da7f0fc443bd87562a5da5420996649e47d7b6d620794b2ddc5f7a1a4a8dbcb0bf8,170.0,162.0,166.0,183.0,186.0,161.0,129.0,152.0,170.0,162.0,166.0,183.0,186.0,159.0,125.0,148.0,19424.26624393463,23007.4264125824,17867.84034538269,18337.62530899048,19706.71014595032,12076.16881275177,6923.230044364929,18905.03503036499,0
3238,3238,ee158ffefe8619740964847f374c4976c7c64bf8c9d44f6a0fb9451921fbdc820e0280ad7b964dfc442d874ebc94c72d67e6935dce7e669a60d7b9f3e4e5fc5f,,,,13.0,,,,,,,,13.0,,,,,,,,4.107147216796875,,,,,0
3239,3239,c4fe499551bbbf881076d447f6c730d73866c8dc0e6ba2c8ada9eed51878bb3d695697ca67084a76a988dd276f58b3478b33677437d4d1971d2ecebe19d58d5d,79.0,82.0,76.0,73.0,64.0,71.0,84.0,93.0,79.0,82.0,74.0,73.0,64.0,71.0,80.0,93.0,667.1486129760742,783.0394773483276,557.8936920166016,613.9857120513916,200.724440574646,565.5684804916382,902.3831930160524,2070.563123703003,0
3240,3240,04e25b8f10786a37b60919c97dbce6ca90acd977327eb595d43a7934ecb61493182e826ec1a203a0108df1cb4fc1a847177f2b08900dcf90879ee9a67c94b6c0,,,,,,,,,,,,,,,,,,,,,,,,,1
3241,3241,dddaa4c2392256f8893c2ecfe2b7697c802d96701d38e404d066d494736af5a7b5c2411081f0f7eac13463abf21f339f1a779375fdacfb7a83b6ebd503bf9a4a,,,,,,,,,,,,,,,,,,,,,,,,,1
3242,3242,472a501f4b121f366a78c0dc4887a691d0d88d9063631c4dbd6024fccae21b577a7933c5e152815be740f2492279e4e58f43cee5b14e976b7807d8bab17e45d0,,61.0,60.0,83.0,80.0,75.0,68.0,72.0,,61.0,60.0,83.0,80.0,75.0,68.0,72.0,,499.0768051147461,394.3726921081543,462.2724418640137,322.45027923583984,393.7589120864868,215.05857467651367,292.9941053390503,0
3243,3243,7c0d3ff49cd6b650d5b1ce2ff72adf96b320ef447cbd1def4fcf785e34fd6dc2a835360f2602347fca7881285da91ae3ab755ad4aade723f2a2d20d947198226,,,13.0,7.0,,,,,,,13.0,7.0,,,,,,,133.96492958068848,0.5248279571533201,,,,,1
3244,3244,6ca6b30ae96ab60f8ace5845f6966796cf52b31ae9f36a02ecc0bc3a0b96ad2d040b209430359e1531311d280a65b3005defb1fc9f259f360b864f9077875a24,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0156784057617187,0.0149221420288085,0.00775146484375,0.000981330871582,,,,,0
3245,3245,8acb9f7ea975ba9f9dd8a031718b73517cb62b81b5915143168c8ec7fd4933e8c666080ca2fdd55d632d6cc2a8e21ffe31e2612c78fc2e3b7a3ab24d8b2d5938,9.0,8.0,,,,62.0,90.0,4.0,9.0,8.0,,,,58.0,85.0,4.0,74.29639148712158,32.42349433898925,,,,905.835659980774,2691.8971309661865,0.7861156463623046,0
3246,3246,91caa93598d971f6555f6094f58934ce6fc2ede9498df81df36a7320db3ce10ef39f9496215800710d24ff97fe753bfff9af59d50295158f01b721362128a92a,,,,,,,,,,,,,,,,,,,,,,,,,0
3247,3247,815f9349c7dc34d4d56513f53b2021134df6198250c8d4323b0222c24d31b2a51901d178874125541c7bfe1455a0d05ccb98613df3c4d43796f0e5c6ea984005,186.0,92.0,78.0,117.0,104.0,132.0,128.0,95.0,181.0,88.0,78.0,117.0,104.0,111.0,98.0,84.0,4910.308543205261,5054.184463500977,9129.548047065737,4674.976626396179,6448.547686576843,16012.189677238464,2915.215546607971,2653.1802139282227,0
3248,3248,b8919f6b7c56f30686c54b0320508ca7999f25f4917c70625b6df8acefc86c81f7c2031dca5cd0e31188c5f16aac6a5d825a7d8a1b35ffe3b1dd5f20c20a1b01,82.0,58.0,73.0,88.0,85.0,90.0,75.0,106.0,82.0,57.0,73.0,80.0,81.0,88.0,65.0,101.0,3701.8943576812735,416.4850769042969,850.8766059875488,856.6207237243652,1960.758518218994,1257.9853372573853,2362.0291624069214,4456.168043136597,0
3249,3249,e7fbf5c22438b535e5c5d26f4001c93c58a1475d5d2fec73039031b47a12901da8651ec6b97e5efe55ecc9b8af97aab94e06cff21fa7120c6d3d42c5c6543271,,,,,16.0,,,2.0,,,,,16.0,,,2.0,,,,,0.4114427566528312,,,0.009566307067871,0
3250,3250,d7d130afaec35ccc0630cbd2e99c47a57ea9ed87aa0b166c4cfcb88208b1506f82c3deaade8be10beb9f8fff0eb21dfaf2c3de7188fb74fd01dc9eacc6511db2,,,,,6.0,,,,,,,,6.0,,,,,,,,45.28035068511962,,,,1
3251,3251,2766b857868cfe3aa4715c43740e722a1c4479a04332e454aa7a57e40decb48f91d894c0eddcb1d7b577542ff813019e931f5c8014b091a9cf91ed07bb811c74,,,,,,,,146.0,,,,,,,,136.0,,,,,,,,3558.079972267151,0
3252,3252,d0b2703707e7bf253c7a5974ec133a796a0d420c3c74361f76b4aecbd06ab90f212b59540f3b195bbe0184520c8f13e47a9545e3f00e8e4f3a2be0b834564818,,,3.0,2.0,,,,3.0,,,3.0,2.0,,,,3.0,,,0.0710649490356444,0.2574682235717772,,,,1.097681999206543,1
